blockNumber,transactionHash,event,args,timestamp
23743167,0xbba06f9504d50170fb826565c9ba885099e1df7d49837deca4de7e9f312bcfcb,AbsorbDebt,"[""0x00000000009E50a7dDb7a7B0e2ee6604fd120E49"",""0x21933a31efa8CdbFa714Cbb524063de36bB8b37d"",{""type"":""BigNumber"",""hex"":""0x02b42649c2a1""},{""type"":""BigNumber"",""hex"":""0x010e4fbaa052fe""}]",2025-11-06T22:17:23.000Z
23741068,0x0e636f4c5b6f6285b0a7189b8ef1c85e5f5ba14d3d3676a421dbe652e58edd5b,BuyCollateral,"[""0x81463B0f960f247f704377661ec81C1fd65b5128"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x4898825c""},{""type"":""BigNumber"",""hex"":""0x827d86e52f0ae52a20""}]",2025-11-06T15:14:59.000Z
23741069,0xab3612a001f0c080b9c0ba8fc8c5dd0e1df38b81ed8a6f10010b9d000b82ee12,BuyCollateral,"[""0x828AE1566824A9835Acb6F565E1E9eA22BfB883A"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x34385ebb""},{""type"":""BigNumber"",""hex"":""0x5ddd8d844a4040c815""}]",2025-11-06T15:15:11.000Z
23741069,0xab3612a001f0c080b9c0ba8fc8c5dd0e1df38b81ed8a6f10010b9d000b82ee12,BuyCollateral,"[""0x828AE1566824A9835Acb6F565E1E9eA22BfB883A"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0xfe8c7a5b""},{""type"":""BigNumber"",""hex"":""0x01c98cb2ef1abcd3e61f""}]",2025-11-06T15:15:11.000Z
23741069,0xb45d1c6334068ef977540e8e83a30c50c9e0fc096b64603ad7a639bb925c14b4,BuyCollateral,"[""0xbD32122bAD41A09f2405Bb374A83877d8245079C"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0xf439d497""},{""type"":""BigNumber"",""hex"":""0x01b6fe8eec75e64f9daf""}]",2025-11-06T15:15:11.000Z
23741261,0xba0891b277e18f1b635194552aeef989416aa3fb27b72a6ae5a4cd5073e40c8b,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x16dea983""},{""type"":""BigNumber"",""hex"":""0xecc95b95cf60e66ef7""}]",2025-11-06T15:53:59.000Z
23741261,0xba0891b277e18f1b635194552aeef989416aa3fb27b72a6ae5a4cd5073e40c8b,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x04ab43ad""},{""type"":""BigNumber"",""hex"":""0x30576593ec2b15d0d4""}]",2025-11-06T15:53:59.000Z
23741380,0x940fc2b535393557424562c662354b8438191c4dc42997913ebe33b514ff59a9,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x13c3c3bb""},{""type"":""BigNumber"",""hex"":""0xfd2459e8ceb89b5c4c""}]",2025-11-06T16:18:23.000Z
23741383,0x9df3b09e705176f373df856be5fcaf6b78fd2ef3ce65dafdd9d4eb60f5bce051,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x10f91280""},{""type"":""BigNumber"",""hex"":""0xd962babb349f9eda35""}]",2025-11-06T16:18:59.000Z
23741390,0x881bc3b16007bb867d1f9c682a05a2ba3913f2f2df948e0e3ea8f6351c9239eb,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x16e1c8e4""},{""type"":""BigNumber"",""hex"":""0x012708b24613bd2ae678""}]",2025-11-06T16:20:23.000Z
23741390,0x881bc3b16007bb867d1f9c682a05a2ba3913f2f2df948e0e3ea8f6351c9239eb,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x04f75808""},{""type"":""BigNumber"",""hex"":""0x40085d6ffb68a377e4""}]",2025-11-06T16:20:23.000Z
23741470,0xb97f9a17b9d74da67dee891e9008a4c7236e90ebd6d227037bb02ff060fcda2d,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x5dd67e92""},{""type"":""BigNumber"",""hex"":""0x04cd7a4a64d69237a5ba""}]",2025-11-06T16:36:23.000Z
23741470,0xb97f9a17b9d74da67dee891e9008a4c7236e90ebd6d227037bb02ff060fcda2d,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0dfbb673""},{""type"":""BigNumber"",""hex"":""0xb735ed704a99cae87c""}]",2025-11-06T16:36:23.000Z
23741475,0x35e83dbaf37d7e33660efc5b28ee9e5c0383a9dcc4b2882adfbe3a0197361871,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0c4457d1""},{""type"":""BigNumber"",""hex"":""0x9d4ac091167f4cfbd5""}]",2025-11-06T16:37:23.000Z
23741509,0x1a06b792ba6fb26f4f61b369197f3245ce6b7ace60de1ecb600bc2aa370c0b87,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x129c79cd""},{""type"":""BigNumber"",""hex"":""0xf9bc7ceb7f171c10da""}]",2025-11-06T16:44:11.000Z
23741660,0xe95d8e12eb52cd52daa2ee11ead03bcde2a4c2fa86e06fc2b4c98e4d027f47f6,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x1d739da4""},{""type"":""BigNumber"",""hex"":""0x018845b63470640ec014""}]",2025-11-06T17:14:23.000Z
23741684,0x4d578abf48d1c0d7f7e2dcba3a99ff12258be310ad09927b2471522e340fbc65,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0f23da07""},{""type"":""BigNumber"",""hex"":""0xaffbd13f4786622661""}]",2025-11-06T17:19:11.000Z
23741686,0x1cdb070ad0f29436130388794b986d37d5f794bfe367a974838171c90fa9a908,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x12cdee87""},{""type"":""BigNumber"",""hex"":""0xd2c61e4bb511c24cde""}]",2025-11-06T17:19:35.000Z
23741724,0xea8784f3a22a48fb2d7db9a54f50279a11bddb436c43ea27a27c7920c764e9ea,BuyCollateral,"[""0x80BF7Db69556D9521c03461978B8fC731DBBD4e4"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x1d5f16ea""},{""type"":""BigNumber"",""hex"":""0x015b814aaaaa72f6ed18""}]",2025-11-06T17:27:11.000Z
23741725,0x9840876702c9ad515e6a7972eac5be814e65df4129ffda0443385b621456747e,BuyCollateral,"[""0x828AE1566824A9835Acb6F565E1E9eA22BfB883A"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0683b279""},{""type"":""BigNumber"",""hex"":""0x4d132d90528ee363a6""}]",2025-11-06T17:27:23.000Z
23741744,0xb20ebba3734f7f75f790a7857f849b1017ce37b43bc318e802c8797f80d0cd90,BuyCollateral,"[""0x00000000009E50a7dDb7a7B0e2ee6604fd120E49"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0a0b9cfa""},{""type"":""BigNumber"",""hex"":""0x77e4b007ff80702b56""}]",2025-11-06T17:31:11.000Z
23741755,0x98ad4bdea01f56633c1c75008da6c8af56be491df3508722a9cda880215aa815,BuyCollateral,"[""0x80BF7Db69556D9521c03461978B8fC731DBBD4e4"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x49a6863e""},{""type"":""BigNumber"",""hex"":""0x036df4bab70c37cbf364""}]",2025-11-06T17:33:35.000Z
23741795,0x55b3226da5327e7dedea7f250a1dba19ed5e5737767392016694c40d13fd6915,BuyCollateral,"[""0x828AE1566824A9835Acb6F565E1E9eA22BfB883A"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x051659f2""},{""type"":""BigNumber"",""hex"":""0x3c73a680e0cc589848""}]",2025-11-06T17:41:35.000Z
23741852,0x6c300e03600961d69a317a04a4642b74f2a2f4bfb25d3c50b0499ed8a20746a6,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x08af055d""},{""type"":""BigNumber"",""hex"":""0x80c00fff1a8ae522a8""}]",2025-11-06T17:52:59.000Z
23741854,0x403e8dbeacfa86f446b7ddf42de857477d75b21a532990cb8913c8a83f9d38de,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x1fa9389a""},{""type"":""BigNumber"",""hex"":""0x01e02f33257e426ab2ff""}]",2025-11-06T17:53:23.000Z
23741858,0xda1bcbe1dc704831dcb0654e6d10a9203b7d489f8b45a8221b7c4123fba13d5c,BuyCollateral,"[""0x36331E299247E5D0D3261e1d9852f6E0cFFEe95C"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0c873894""},{""type"":""BigNumber"",""hex"":""0xc2611d1a27d49ffb31""}]",2025-11-06T17:54:11.000Z
23741858,0xda1bcbe1dc704831dcb0654e6d10a9203b7d489f8b45a8221b7c4123fba13d5c,BuyCollateral,"[""0x36331E299247E5D0D3261e1d9852f6E0cFFEe95C"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0ab5804c""},{""type"":""BigNumber"",""hex"":""0xa627503da31bb1fcb4""}]",2025-11-06T17:54:11.000Z
23741868,0x3b2bb542c13328421697cd7131889d2ccebb92db0c57c913ef11b37485130b76,BuyCollateral,"[""0x828AE1566824A9835Acb6F565E1E9eA22BfB883A"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x050fb311""},{""type"":""BigNumber"",""hex"":""0x4a397fbfb8295fcf6e""}]",2025-11-06T17:56:11.000Z
23741877,0x049af6235ff2cc86dec2c0d793996dfe3e74750436f8287e3791006e05c66cb0,BuyCollateral,"[""0x828AE1566824A9835Acb6F565E1E9eA22BfB883A"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x036b6dac""},{""type"":""BigNumber"",""hex"":""0x3110ba6bd4aad23aab""}]",2025-11-06T17:57:59.000Z
23742074,0xa14f275ae9d82ff0738b22ebec1bc9ff659005e184f9aa9c0a2a91213eacef09,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x05d82542""},{""type"":""BigNumber"",""hex"":""0x698434c681ca14d992""}]",2025-11-06T18:37:35.000Z
23742143,0x3fce60444701941b063cae67db85288c9d76dcf6935eb6a37c7860bec1bf140c,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x82bbab""},{""type"":""BigNumber"",""hex"":""0x097391320559ff3ec3""}]",2025-11-06T18:51:23.000Z
23742143,0x3fce60444701941b063cae67db85288c9d76dcf6935eb6a37c7860bec1bf140c,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x1b51f6aa""},{""type"":""BigNumber"",""hex"":""0x01f9a21a5ccb60e7ef10""}]",2025-11-06T18:51:23.000Z
23742143,0x3fce60444701941b063cae67db85288c9d76dcf6935eb6a37c7860bec1bf140c,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x119bc5c5""},{""type"":""BigNumber"",""hex"":""0x0145e473f047d6cb38a1""}]",2025-11-06T18:51:23.000Z
23742143,0x3fce60444701941b063cae67db85288c9d76dcf6935eb6a37c7860bec1bf140c,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0b062b1e""},{""type"":""BigNumber"",""hex"":""0xcc07d0e37f67feba9e""}]",2025-11-06T18:51:23.000Z
23742449,0x0fb5ad88960bf0bce9be541128ebca85bbf229d4b9e92a78658f4e44cb0148fb,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x056d519f""},{""type"":""BigNumber"",""hex"":""0x897c185acb31a3c421""}]",2025-11-06T19:52:47.000Z
23742451,0x34cfa808d7e0b1c588df96526b727b0931c5f8806fb849fd4e65551eaad6db6a,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x14980084""},{""type"":""BigNumber"",""hex"":""0x0209b573eda4320b859d""}]",2025-11-06T19:53:11.000Z
23742467,0x69a83ff0151cc2493635ece207ca46d7df1248d46c6971908470ceee40743f98,BuyCollateral,"[""0x828AE1566824A9835Acb6F565E1E9eA22BfB883A"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x3e99f653""},{""type"":""BigNumber"",""hex"":""0x075a0644f85273ac5c53""}]",2025-11-06T19:56:23.000Z
23742515,0x31f31cc79b67d79d797e219f8b714726e30b7e5c817e3121b2a608342fd791c6,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x03a20250""},{""type"":""BigNumber"",""hex"":""0x6fb7e96fb949ca9b51""}]",2025-11-06T20:05:59.000Z
23742535,0x0ce128a4edadcdde497e15eb189571f594e9267941bd2ffa5b06346b424851d0,BuyCollateral,"[""0xbD32122bAD41A09f2405Bb374A83877d8245079C"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x05bcb638""},{""type"":""BigNumber"",""hex"":""0xb90aa104bebc7ee08b""}]",2025-11-06T20:09:59.000Z
23742586,0x637d218128969d99bfb30045c109b011686412511c6c86cc6620bb29febbb7e7,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x887ff3""},{""type"":""BigNumber"",""hex"":""0x1198ac08f63d990480""}]",2025-11-06T20:20:11.000Z
23742610,0x3b8711d9708fcb37220f852f6503898f8cad1d7fd39efd5acab1d7947ae995c8,BuyCollateral,"[""0xF0D539955974b248d763D60C3663eF272dfC6971"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x03a20250""},{""type"":""BigNumber"",""hex"":""0x7824d0f5cac329c53e""}]",2025-11-06T20:24:59.000Z
23742741,0xeac988509835b5c37d915263e10c4ffc181090da1c79801b25fc305cd059bf4a,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x03147f85""},{""type"":""BigNumber"",""hex"":""0x66a638af87c8225e9c""}]",2025-11-06T20:51:35.000Z
23742757,0x58f1ad7c34d376e66713547750d29e498a60b8788a2e9ec51c69f1fd02dbb282,BuyCollateral,"[""0x53dAf8aEbBF482e21611aFA2688bd74a90056C24"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x59682f00""},{""type"":""BigNumber"",""hex"":""0x0b8d5ccba8e295250304""}]",2025-11-06T20:54:59.000Z
23742777,0x6f708f7b600a0837aad3050b60a336dbb64313c130e86a87474d353f80ffb08e,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0254f21e""},{""type"":""BigNumber"",""hex"":""0x4e19e9f566796e7223""}]",2025-11-06T20:58:59.000Z
23742778,0x909413976bae667c99ea4bf04f738e332cc597ef2a8ddf4018bcf1b83d70b265,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x03519b91""},{""type"":""BigNumber"",""hex"":""0x6f287e13ddce11a284""}]",2025-11-06T20:59:11.000Z
23742779,0x1a495a04ece447427259b4d1058fed053dc789742c5d2dee4c85bcb82964ce06,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x02db49ab""},{""type"":""BigNumber"",""hex"":""0x5fad85beb539a6f6f3""}]",2025-11-06T20:59:23.000Z
23742789,0x585fd4b7e622db47f94e7d052b9a7fab124abd31dbaec98b481b613785b5eb85,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x07d16eaa""},{""type"":""BigNumber"",""hex"":""0x01085aaadd9805acb611""}]",2025-11-06T21:01:23.000Z
23742808,0x24f985e335aa2a31c8234da4098919ad3c320562c19d548178fcbb02e173f6a7,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0368266d""},{""type"":""BigNumber"",""hex"":""0x74b4594c495313b1e5""}]",2025-11-06T21:05:11.000Z
23742842,0x23f3654dc096e58bb33bdddae3047b4a87a1996e02e5c434e70998cd05ce9194,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x02044c84""},{""type"":""BigNumber"",""hex"":""0x4cc500d8e6133aa55e""}]",2025-11-06T21:11:59.000Z
23742887,0xa1b8e9a8d3e1c312a1812bbed8f02a9ef250b5be4845fd2f41b1bef75f3f9f19,BuyCollateral,"[""0x53dAf8aEbBF482e21611aFA2688bd74a90056C24"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x4190ab00""},{""type"":""BigNumber"",""hex"":""0x0a03f3def49f9267d7b9""}]",2025-11-06T21:21:11.000Z
23742894,0x0485ea986885e06ee7fdabfbba074c11429f1011b54415d0474a613c21f7eebe,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x028f266a""},{""type"":""BigNumber"",""hex"":""0x668e637797095c9178""}]",2025-11-06T21:22:35.000Z
23742895,0xd53ddfcfe1b14431171f1b4ce856e817b0c9221f9e5f7456eeeee89bfd6f00c1,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x03761500""},{""type"":""BigNumber"",""hex"":""0x8ab4b9211edd04840e""}]",2025-11-06T21:22:47.000Z
23742925,0xd51149d3f53b17dd0922370c9fec84bd56a0c438003957efac9a42d0fa173d9c,BuyCollateral,"[""0x36331E299247E5D0D3261e1d9852f6E0cFFEe95C"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x02927dfe""},{""type"":""BigNumber"",""hex"":""0x689b6769b36ae063ad""}]",2025-11-06T21:28:47.000Z
23742942,0x941e604e409af5c57e42c189233dc15a69ab02a7e7e6499ac1a1923a3ee7f455,BuyCollateral,"[""0x53dAf8aEbBF482e21611aFA2688bd74a90056C24"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x01ef""},{""type"":""BigNumber"",""hex"":""0x4f74504994ef6e""}]",2025-11-06T21:32:11.000Z
23742951,0x9880c53151921b5344cac9bd115f5a9bd89d2f6e6572f35e24a018756d9aa552,BuyCollateral,"[""0x53dAf8aEbBF482e21611aFA2688bd74a90056C24"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x1d8119c0""},{""type"":""BigNumber"",""hex"":""0x04bc608e16c4d268a438""}]",2025-11-06T21:33:59.000Z
23742978,0xdd1686e7edc67640ea29ca84c5afcd41a434a15738864adb166e0df2c233a1a8,BuyCollateral,"[""0x7667095Caa12b79fCa489ff6E2198Ca01fDAe057"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x1f8e2b0720""},{""type"":""BigNumber"",""hex"":""0x0510a8636598ed7bcd0c37""}]",2025-11-06T21:39:35.000Z
23743013,0x821f98ff67e655c778a6137d3cf348d0fc640096523e000afccbc736b492b123,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x03ea3fd1""},{""type"":""BigNumber"",""hex"":""0xa360041f27802c08ea""}]",2025-11-06T21:46:35.000Z
23743021,0x9db1fe2d840b9c0e19305090b38e5a9a2a42d76ac92777155ccddd47e9c909c4,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x02570025""},{""type"":""BigNumber"",""hex"":""0x635299159f243d0058""}]",2025-11-06T21:48:11.000Z
23743027,0xb8dcc9a017fa7659ff16bb8f8b94d6c21bc23fa9f3d8ab4f59b4c7fa48e52de3,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x091113c5""},{""type"":""BigNumber"",""hex"":""0x0187143835df68717fd8""}]",2025-11-06T21:49:23.000Z
23743045,0x4500bf77b67c6a3ee700a672887594d64206d83906da20d1d6a4c62f2e79330a,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x02bc962e""},{""type"":""BigNumber"",""hex"":""0x76829de6c7fd578120""}]",2025-11-06T21:52:59.000Z
23743068,0xd0f51f1641e036c25f484c9edf971879019100297030ea248e578d4f15ce0a10,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x02fa392d""},{""type"":""BigNumber"",""hex"":""0x912b7ba77c7047d0d7""}]",2025-11-06T21:57:35.000Z
23743151,0x1283612415f6ba4fc1034dd07b45be16b2f65b79669e6c2268ff72da0e151045,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x01d5d9c8""},{""type"":""BigNumber"",""hex"":""0x5f47ae1ea849fcc300""}]",2025-11-06T22:14:11.000Z
23743167,0xbba06f9504d50170fb826565c9ba885099e1df7d49837deca4de7e9f312bcfcb,BuyCollateral,"[""0x00000000009E50a7dDb7a7B0e2ee6604fd120E49"",""0x5C5b196aBE0d54485975D1Ec29617D42D9198326"",{""type"":""BigNumber"",""hex"":""0x0d0c649e""},{""type"":""BigNumber"",""hex"":""0x037593c8380858d1ddc9""}]",2025-11-06T22:17:23.000Z
23743186,0xccd5a73e1a46c01f482220de73c7310f269d67f4b91c2bbfef605e43c7d1d752,BuyCollateral,"[""0xbD32122bAD41A09f2405Bb374A83877d8245079C"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0249a766""},{""type"":""BigNumber"",""hex"":""0xbfb28b91f823451f93""}]",2025-11-06T22:21:11.000Z
23743194,0x5cc6445177aa54ccc146343346e1dd5bbd63d6bada77d8ada1c382c4d6845537,BuyCollateral,"[""0x1f2F10D1C40777AE1Da742455c65828FF36Df387"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x01851261""},{""type"":""BigNumber"",""hex"":""0x8034f93fc8f8117ef8""}]",2025-11-06T22:22:47.000Z
23743212,0x178293e6914542eacd3e71462143bdd46496c61cf4ef2d2c17fea5be6c18f053,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x0205e37e""},{""type"":""BigNumber"",""hex"":""0xacd0ba646b591c475c""}]",2025-11-06T22:26:23.000Z
23743254,0xb81d3e4ccb3f1dcf6735411ba417e5d86aa86a4b9bb6d9ed541f39ea7e977e32,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x017a6d12""},{""type"":""BigNumber"",""hex"":""0x7ff6e5dd9e7ecb51d3""}]",2025-11-06T22:34:47.000Z
23743256,0x3d5e6bf5893a9a95f5296c7274431a0b05cd78f6289f9040641f694a57f1b2b8,BuyCollateral,"[""0x42E213a3ad048e899B89ea8CB11d21bc97b84748"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x022603b7""},{""type"":""BigNumber"",""hex"":""0xb9fca7aa1a8f2f40c4""}]",2025-11-06T22:35:11.000Z
23743263,0x6fe8bdaf74aa4c866a9d80b292dba0290817e8f0f44345ad1ef85a7963ae7d3a,BuyCollateral,"[""0xd36F184111225D065884e129566752968c96E26c"",""0x15700B564Ca08D9439C58cA5053166E8317aa138"",{""type"":""BigNumber"",""hex"":""0x022ff4fc""},{""type"":""BigNumber"",""hex"":""0xc3f9c23515df1d968d""}]",2025-11-06T22:36:35.000Z
